,Description,magnitude,score
2697,Term and conditions : 1.Spay and neuter compulsory 2.Allow for home visit 3.MUST be genuine pet lover 4.NOT allow to abondon and notice agent in 1 week if pet not suitable and need to return please whatapps me for appointment,1.4,0.0
2698,"I believe Axl was abandoned by his owner.He came wondering into our yard begging for food.He was quite skinny underneath that long matted fur.I'm NOT really sure about the breed.The vet suspected that he might be a Maine Coon mix with Persian.I'm not an expert in cat breed.So we decided to rescue him.First stop was the groomer.All that matted fur, shaved.Next day we took him to the vet for vaccination, deworming and neutering.You can see from the pictures the before and after.He's quite ugly now but once the thick long fur grows back, he'll be beautiful again.Axl is a very loving creature.He's is a bit clingy.I think its because after the owner discarded him, he longs for human contact again.Very vocal especially when he's hungry.I'm looking for potential adopter, preferably experienced with long hair needs.If ur a first time adopter or no experience, you must be able to provide time and care.Pls keep in mind that long hair cats require more maintenance.I know all this requirements are a pain in the butt and I might come off as picky and anal, the reason is I don't want the same tragedy to happen to him...again.ABSOLUTELY NO BREEDERS!He's been NEUTERED!For meeting arrangement or more info, call/SMS/WhatsApp me (JUSTIN) (English/Malay) OR (JAMES) (English Only coz he's orang puteh:)",7.5,0.0
2699,"He's quite a shy boy.Please contact SPCA Penang for further information.If you are located outside of Penang, please contact your local animal shelters instead.We currently do not provide transportation of the animals to other states.",0.1,0.0
2700,Oren is a japanese bobtail breed..she has two kittens which is penyu(female)also like her mother and angah(male) a long tail..oren really like to talk..the female kitten we named it &quot;penyu&quot; because when she was litte she cannot walk properly..so.my mom gave her a therapy twice a day..but now penyu can walk but..if u see penyu u will totally laugh bcause now penyu walks like a mermaid..penyu is very2 extraordinary..meanwhile angah is a second birth after penyu ..thats why we named him &quot;angah&quot;..they are a simple family..they just eat..rice with roasted fish(just cook the fish on a pan with a little oil) or fried fish or frieskies or raw fish ..oren is suitable for those who are really like a companion..she a responsibble mom..but..i hope for those who would like to adopt oren and her children..i suggested you dont have another cat especially a male cat bcause..oren is really protective..she afraid other cats might harm her beloved chidren..please..who want to adopt her..its very urgent..,0.6,0.6
2701,"Mummy Cat is a lovely, sweet natured girly cat with a tiny meow.We are desperate to find a new home in the next couple of weeks due to relocation.:,(",0.8,0.2
2702,He was found wandering in Cyberjaya.It was in a poor condition and I've sent it to the vet and the doctor claimed it was in a healthy state.Sent it to the groomer and got its fur shaved as it was tangled previously.It should grow back in a month or so and will look like a normal cocker spaniel,1.9,-0.3
2703,"Baby is an extremely affectionate and cuddly cat, and loves to play a lot.He needs a loving and caring home.He is great with children.He is very cute.",3.4,0.8
2704,"Mek is a lazy cat.But once she springs into action, all pests better watch out.She recently killed a mouse in my garden so its good to have a hunter in the family.She is also very affectionate and loyal.She always waits for me to come back everyday.Oh and a little tip for future adopters, she loves a good rub on the tummy, so she wont bite or scratch if you do.But be warned, at night her aggresive side kicks in and she likes to playfight if you touch her tummy, but dont worry it doesnt hurt as she is only playing around.It saddens me to let her go but I'm moving soon and I'm afraid mek will be ownerless.If interested, please whatsapp this number, Whatsapp or messages only, calls will not be entertained.",5.5,0.2
2705,Cat for adoption,0.1,0.1
2706,Found this little girl wandering near shops in Taman Sentosa Klang.She is in absolutely good health condition.All she needs is a good loving home.She is very friendly and playful.,2.9,0.7
2707,"Ayumi is part of the three stooges and mom to Kicik.She has a sweet, gentle soul and a cute wrinkley face.Ayumi is great in the house, excellent about have her nails trimmed and being groomed and loves attention.She could be placed in a home with her daughter or on her own.She is spayed vaccinated and up to date on vaccines with 70 RM helping to cover the costs of her vaccinations.If interested in Ayumi please contact us.",2.5,0.3
2708,"meet Yuri, 3months old gentle sweet natured make that,needs a loving home.If you can be a responsible owner please contact",0.9,0.4
2709,"Very playfull, friendly and active dog.Born in April .",1.0,0.5
2710,"Cheeky and playful boy.Please contact SPCA Penang for further information.If you are located outside of Penang, please contact your local animal shelters instead.We currently do not provide transportation of the animals to other states.",0.7,0.1
2711,"Mixed around 3 months old, very healthly and cute pupies.",0.6,0.6
2712,"Founded at my office, very health &amp; active.Looking for owner!Kitten have grey eyes",0.6,0.2
2713,"1 female pup available for adoption!size at maturity abt 10 kg, small breed.Please consider giving them a home!Call Mun / Mrs Tang 03!Thanks",0.6,0.1
2714,"Winnie is believed to be a Husky mix breed as she has beautiful thick furcoat.She was spotted as stray nearby housing area at Taman Sri Serdang few months ago.She is most likely been abandoned as she knows basic commands such as sit &amp; hand hand.Winnie is a very 'manja' dog, has good temperament and very friendly to dog/human/children, will only poo &amp; pee on grass.She has been trained to eat dog kibbles.For those who are interested to adopt Winnie please call Mun .For serious adopter only.RM adoption fee is for reimbursement of spaying and vaccination fee.",4.0,0.2
2715,"A stray mother cat gave birth to 3 kittens on my roof top about 2 - 3 months ago (Mixed Gender) and we are now looking for a lovely home for all 3 kittens.My parents have been taking care of them, but not able to do so for a long period of time.We are looking for a good family that's able to adopt and has previous experience in taking good care of kittens / cats.Preferably family or couples that lives in a landed property and are Cat lovers.Please message / contact me if you fit the above mentioned description.Strictly NO Foreigners.Thank You.Cheers!",3.1,0.2
